Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cardiovascular Physiological Phenomena	6/242	0.46930138944753724	0.9999951178411229	0	0	1.0983392105562506	0.8309047010750891	C7ORF62;NCOA1;DPP6;OLFML2B;NOS1AP;MAP3K7
Neurodegenerative Diseases	1/28	0.47372417045351073	0.9999951178411229	0	0	1.5994755817764668	1.1950162642559883	FAM46A
Mental Disorders	5/200	0.4752146173194056	0.9999951178411229	0	0	1.1076007326007327	0.8240424857146763	COL2A1;FBLN1;LRRC4C;SENP1;TTC39B
Myopia, Degenerative	3/114	0.47915447114075616	0.9999951178411229	0	0	1.1673273273273272	0.8588403573263972	SCML4;STARD3NL;SOBP
Loneliness	2/71	0.48027961933809776	0.9999951178411229	0	0	1.25183971207301	0.918082726062276	PCSK2;FAM46A
Polychlorinated Biphenyls	2/71	0.48027961933809776	0.9999951178411229	0	0	1.25183971207301	0.918082726062276	KIAA2026;UMODL1
Eyebrows	2/72	0.487621235292507	0.9999951178411229	0	0	1.2338929363319606	0.8862020584211828	SLC24A4;EN1
Colorectal Neoplasms	6/248	0.4928869027331427	0.9999951178411229	0	0	1.0707748627211715	0.7575470215214692	DPP6;PNMAL1;FAM46A;SYMPK;LRRC4C;TMC3
Coffee	1/30	0.4973276719072856	0.9999951178411229	0	0	1.489014342386329	1.0400857061433366	PDSS2
Ear, External	1/30	0.4973276719072856	0.9999951178411229	0	0	1.489014342386329	1.0400857061433366	PPP2R3A
Esophageal Neoplasms	1/30	0.4973276719072856	0.9999951178411229	0	0	1.489014342386329	1.0400857061433366	PDE4D
Rectal Neoplasms	1/30	0.4973276719072856	0.9999951178411229	0	0	1.489014342386329	1.0400857061433366	TCERG1L
gamma-Linolenic Acid	1/30	0.4973276719072856	0.9999951178411229	0	0	1.489014342386329	1.0400857061433366	NR3C1
Hip	22/956	0.5007648249017463	0.9999951178411229	0	0	1.0172200499808721	0.7035284080517757	OR51G2;SLC24A4;PLGRKT;PDE4D;CCDC59;FAM46A;CPSF2;TMTC2;VTCN1;UBE2G2;FNDC7;FAM102B;DPP6;MAN1A2;PDGFD;PKIA;NOS1AP;FAT1;LRRC4C;TRABD2B;OR51A7;DDR2
Body Weights And Measures	7/295	0.5038543904975943	0.9999951178411229	0	0	1.0495531265570504	0.7194350409878011	ZEB1;STARD3NL;ZNF804B;AMPH;DYNLRB2;SOBP;CDH18
Tunica Media	5/207	0.5053813894154547	0.9999951178411229	0	0	1.0688317715700142	0.7294155937153589	DPP6;CEP152;NFE2L3;BICD1;MESDC1
Blood Glucose	9/384	0.5058705036618975	0.9999951178411229	0	0	1.0363243243243243	0.7062286671488749	FGD3;LAMC3;FIBCD1;NTF3;UAP1;ASTN2;ANO2;CDH18;DDR2
Temporal Lobe	1/31	0.5087302774650638	0.9999951178411229	0	0	1.439306784660767	0.9727372250776488	DDR2
Heart Failure	18/785	0.512965541581399	0.9999951178411229	0	0	1.0131726835408892	0.6763399866699069	DUT;LAMC3;COL11A1;SLC12A1;SH2D1B;EN1;PPAPDC3;TTC39B;C1ORF226;DPP6;COL5A1;DMRTA1;PAPPA;CLDN12;HMCN2;STXBP6;ATF6;CDK14
Vaccine Potency	5/210	0.5181014173460772	0.9999951178411229	0	0	1.0530270034843205	0.6924539928541368	SNX18;METTL25;PDE4D;TMTC2;ASTN2
Arthritis, Psoriatic	1/32	0.5198747838934918	0.9999951178411229	0	0	1.3928061661433058	0.9111282444056321	TRAF3IP2
Assertiveness	1/32	0.5198747838934918	0.9999951178411229	0	0	1.3928061661433058	0.9111282444056321	LRRC4C
Nitric Oxide	1/32	0.5198747838934918	0.9999951178411229	0	0	1.3928061661433058	0.9111282444056321	PRDM12
Refractive Errors	1/32	0.5198747838934918	0.9999951178411229	0	0	1.3928061661433058	0.9111282444056321	FBN1
Survival	2/77	0.5233375725170862	0.9999951178411229	0	0	1.1513377679231338	0.7455240972869245	SPAG16;LRRC4C
Virus Diseases	2/77	0.5233375725170862	0.9999951178411229	0	0	1.1513377679231338	0.7455240972869245	DPP6;TCERG1L
Mortality	3/122	0.5244104686448249	0.9999951178411229	0	0	1.0884033613445379	0.7025432157589745	DMRTA1;CDH18;GDAP2
Behcet Syndrome	4/167	0.5254411476560908	0.9999951178411229	0	0	1.0594231215926326	0.6817568821454044	SNX18;NR3C1;PAPPA-AS1;ASTN2
Oxidized Low Density Lipoprotein	1/33	0.5307670206081186	0.9999951178411229	0	0	1.3492118362831858	0.8546341002110632	PDGFD
13,16,19-Docosatrienoic Acid	1/34	0.5414126857370848	0.9999951178411229	0	0	1.308259587020649	0.8027133754092703	C9ORF92
Hypospadias	1/34	0.5414126857370848	0.9999951178411229	0	0	1.308259587020649	0.8027133754092703	CCDC59
Renal Insufficiency, Chronic	4/171	0.544121807185781	0.9999951178411229	0	0	1.0338343357827775	0.6291731196327528	PCSK2;SLC24A4;CPSF2;RIN3
Anorexia Nervosa	1/35	0.5518173489093797	0.9999951178411229	0	0	1.269716293597085	0.7548948106522649	ZNF804B
Sleep Apnea, Obstructive	1/35	0.5518173489093797	0.9999951178411229	0	0	1.269716293597085	0.7548948106522649	NR3C1
Aspartate Aminotransferases	4/174	0.5578810807361662	0.9999951178411229	0	0	1.015432988340102	0.5926162942075943	DPP6;GALNT13;MYRIP;ASTN2
Adenocarcinoma Of Esophagus	1/36	0.5619864542959323	0.9999951178411229	0	0	1.2333754740834386	0.7107665743022128	DPP6
Angiography	1/36	0.5619864542959323	0.9999951178411229	0	0	1.2333754740834386	0.7107665743022128	PIK3C3
Blood Circulation	1/36	0.5619864542959323	0.9999951178411229	0	0	1.2333754740834386	0.7107665743022128	FZD1
Peripheral Nervous System Diseases	2/83	0.5639349500516484	0.9999951178411229	0	0	1.0657250006843504	0.6104647272947039	NFE2L3;HIF3A
Apolipoproteins C	1/37	0.5719253232314184	0.9999951178411229	0	0	1.1990535889872174	0.669967415727626	ASTN2
Atrial Natriuretic Factor	1/37	0.5719253232314184	0.9999951178411229	0	0	1.1990535889872174	0.669967415727626	SLC37A1
Docosahexaenoic Acids	1/37	0.5719253232314184	0.9999951178411229	0	0	1.1990535889872174	0.669967415727626	LRRC4C
Telomere	1/37	0.5719253232314184	0.9999951178411229	0	0	1.1990535889872174	0.669967415727626	C5ORF42
Gastrointestinal Neoplasms	3/131	0.5726307284629848	0.9999951178411229	0	0	1.01140625	0.5638733695662822	SNAPC3;UBASH3A;PPP2R3A
Insulin Resistance	7/315	0.5733717377126286	0.9999951178411229	0	0	0.9803811659192825	0.5453086078843126	SPAG16;C9ORF92;GALNT13;TRAF3IP2;FYN;LRRC4C;RPRM
Thyrotropin	5/225	0.579447929179597	0.9999951178411229	0	0	0.98046875	0.5350216727314014	DPP6;EN1;DYNLRB2;CDK14;MAP3K7
Autoantibodies	1/38	0.5816391571913455	0.9999951178411229	0	0	1.1665869409232241	0.632179329304285	UBASH3A
Barrett Esophagus	1/38	0.5816391571913455	0.9999951178411229	0	0	1.1665869409232241	0.632179329304285	DPP6
Chemokine CCL2	1/38	0.5816391571913455	0.9999951178411229	0	0	1.1665869409232241	0.632179329304285	HDAC7
Parasitemia	1/38	0.5816391571913455	0.9999951178411229	0	0	1.1665869409232241	0.632179329304285	OLFML2B
Pelvic Organ Prolapse	2/87	0.5895910121204752	0.9999951178411229	0	0	1.0153645493674188	0.5364436759615611	DPP6;SPRY1
Biomarkers	1/39	0.5911330403442047	0.9999951178411229	0	0	1.1358290638099673	0.5971214407485814	DYNLRB2
Cystatins	1/39	0.5911330403442047	0.9999951178411229	0	0	1.1358290638099673	0.5971214407485814	PDE4D
Bronchodilator Agents	24/1095	0.5964271540298487	0.9999951178411229	0	0	0.9651002592179063	0.4987620451591532	SPAG16;SPAG17;C9ORF92;GALNT13;CLPB;FAM46C;PDE4D;CCDC59;KIAA0087;SNX10;GDAP2;FGD4;DEPDC1B;DPP6;C7ORF71;CATSPERB;PRKD2;FYN;RIN3;AMPH;LRRC4C;DNM1L;KIAA0825;RPRM
Eicosapentaenoic Acid	1/40	0.6004119422999625	0.9999951178411229	0	0	1.1066485137281596	0.5645448857977096	NINJ1
Exanthema	1/40	0.6004119422999625	0.9999951178411229	0	0	1.1066485137281596	0.5645448857977096	C9ORF92
Lamotrigine	1/40	0.6004119422999625	0.9999951178411229	0	0	1.1066485137281596	0.5645448857977096	C9ORF92
Influenza A Virus, H1N1 Subtype	2/89	0.6019923767420486	0.9999951178411229	0	0	0.9919208909957438	0.503410264346837	NUMA1;ATAD2B
Arthritis, Juvenile	3/137	0.6030410748050439	0.9999951178411229	0	0	0.965820895522388	0.4884832026045587	COL11A1;RIN3;VTCN1
Carcinoma, Endometrioid	1/41	0.6094807206646027	0.9999951178411229	0	0	1.0789269911504424	0.5342285007678186	FAM46A
Compliance	1/41	0.6094807206646027	0.9999951178411229	0	0	1.0789269911504424	0.5342285007678186	PCSK2
Intelligence	1/41	0.6094807206646027	0.9999951178411229	0	0	1.0789269911504424	0.5342285007678186	RXRA
Longevity	7/326	0.6095917402625252	0.9999951178411229	0	0	0.9460337096025978	0.4682543547373022	NRP1;CD274;TCERG1L;COL5A1;PDCD1LG2;LRRC4C;PFKM
Ankle Brachial Index	5/234	0.6141911311292345	0.9999951178411229	0	0	0.9414964129756707	0.45893158931800765	SPAG16;SFRP4;NRP1;FAM46A;CDK14
Audiometry, Pure-Tone	1/42	0.6183441233377307	0.9999951178411229	0	0	1.05255773796676	0.5059751803328182	SLC24A4
Fertility	1/42	0.6183441233377307	0.9999951178411229	0	0	1.05255773796676	0.5059751803328182	PDCD1LG2
Reading	1/42	0.6183441233377307	0.9999951178411229	0	0	1.05255773796676	0.5059751803328182	NOS1AP
Tissue Plasminogen Activator	1/42	0.6183441233377307	0.9999951178411229	0	0	1.05255773796676	0.5059751803328182	DPP6
Beta Carotene	1/42	0.6183441233377307	0.9999951178411229	0	0	1.05255773796676	0.5059751803328182	COL5A1
Metabolism	7/329	0.6191833794751093	0.9999951178411229	0	0	0.937073503606941	0.4491897438960717	MLANA;REV3L;SLC16A10;CENPN;KIAA1919;KLKB1;TTC39B
Atherosclerosis	2/92	0.6200608469123764	0.9999951178411229	0	0	0.9587090416358709	0.4582031613271837	IGFL4;IGFL3
Cough	1/43	0.6270067913895486	0.9999951178411229	0	0	1.0274441635061105	0.4796087849253795	DPP6
Endometriosis	1/43	0.6270067913895486	0.9999951178411229	0	0	1.0274441635061105	0.4796087849253795	DMRTA1
Gait	1/43	0.6270067913895486	0.9999951178411229	0	0	1.0274441635061105	0.4796087849253795	MAPK10
Abacavir	1/43	0.6270067913895486	0.9999951178411229	0	0	1.0274441635061105	0.4796087849253795	DPP6
gamma-Glutamylcyclotransferase	1/43	0.6270067913895486	0.9999951178411229	0	0	1.0274441635061105	0.4796087849253795	ZNF804B
Vascular Calcification	3/142	0.6272691555291237	0.9999951178411229	0	0	0.9308393285371702	0.43412443209460994	ATXN3;DMRTA1;KLKB1
Job Satisfaction	2/94	0.6317517938074891	0.9999951178411229	0	0	0.9377711366046467	0.430679546803708	VPS41;POU6F2
Diabetic Retinopathy	1/44	0.6354732610821399	0.9999951178411229	0	0	1.0034986622761886	0.4549715065616229	KIAA0825
Disease-Free Survival	1/44	0.6354732610821399	0.9999951178411229	0	0	1.0034986622761886	0.4549715065616229	TCERG1L
Hypertrophy, Left Ventricular	3/145	0.6413100393286236	0.9999951178411229	0	0	0.9110328638497652	0.40471929681975927	NRP1;TCERG1L;CDH18
Interferon-gamma	1/45	0.6437479663580526	0.9999951178411229	0	0	0.980641592920354	0.4319216146529838	FAM46A
Leukemia, Lymphocytic, Chronic, B-Cell	2/97	0.6487594725231796	0.9999951178411229	0	0	0.9080172715602755	0.3928929383099216	DMRTA1;PRKD2
Magnesium	2/97	0.6487594725231796	0.9999951178411229	0	0	0.9080172715602755	0.3928929383099216	C7ORF62;OR8S1
Tau Proteins	2/97	0.6487594725231796	0.9999951178411229	0	0	0.9080172715602755	0.3928929383099216	MARCO;C1QL2
Motion Sickness	1/46	0.6518352414053858	0.9999951178411229	0	0	0.9588003933136676	0.4103315205594288	POU6F2
Rhinitis, Allergic, Seasonal	1/47	0.6597393224258754	0.9999951178411229	0	0	0.9379088110811851	0.3900861113187983	RANBP6
Paclitaxel	2/100	0.6651384502370644	0.9999951178411229	0	0	0.8800850717227023	0.3588635453038287	RXRA;PRDM15
Behavior	1/48	0.667464350218673	0.9999951178411229	0	0	0.9179062323479571	0.37108130822343627	IL16
Mean Platelet Volume	1/48	0.667464350218673	0.9999951178411229	0	0	0.9179062323479571	0.37108130822343627	VWF
Vitiligo	1/48	0.667464350218673	0.9999951178411229	0	0	0.9179062323479571	0.37108130822343627	UBASH3A
Alcohol Drinking	3/151	0.6682640576357846	0.9999951178411229	0	0	0.8738288288288288	0.35221583555604385	DYNC2H1;DMRTA1;LRRC4C
Anemia, Sickle Cell	1/49	0.6750143721437236	0.9999951178411229	0	0	0.8987370943952803	0.3532228178465184	OR51L1
Anxiety	1/49	0.6750143721437236	0.9999951178411229	0	0	0.8987370943952803	0.3532228178465184	TRABD2B
Brain Mapping	1/49	0.6750143721437236	0.9999951178411229	0	0	0.8987370943952803	0.3532228178465184	MAP3K7
Extraversion (Psychology)	1/49	0.6750143721437236	0.9999951178411229	0	0	0.8987370943952803	0.3532228178465184	LRRC4C
Glioma	1/49	0.6750143721437236	0.9999951178411229	0	0	0.8987370943952803	0.3532228178465184	OLFM1
Heart Diseases	1/49	0.6750143721437236	0.9999951178411229	0	0	0.8987370943952803	0.3532228178465184	ZNF438
Insulin-Like Growth Factor Binding Protein 1	1/49	0.6750143721437236	0.9999951178411229	0	0	0.8987370943952803	0.3532228178465184	SMC1B
Mental Processes	1/49	0.6750143721437236	0.9999951178411229	0	0	0.8987370943952803	0.3532228178465184	MYRIP
Osteoporosis	2/102	0.675712511969422	0.9999951178411229	0	0	0.8623946784922395	0.33804799573750116	C7ORF62;LRRC4C
Tumor Necrosis Factor-alpha	2/102	0.675712511969422	0.9999951178411229	0	0	0.8623946784922395	0.33804799573750116	WDR70;OR52M1
Asthma	17/818	0.6769434113039036	0.9999951178411229	0	0	0.9125118830819274	0.3560325686581461	DYNC2H1;PDE4D;CCDC59;FAM46A;TMTC2;RANBP6;NR3C1;FBLN5;ARHGAP24;MAPK10;METTL25;DPP6;NTF3;TRIP11;LRRC4C;MAP3K7;KIAA0825
C-Reactive Protein	10/492	0.6803059638687883	0.9999951178411229	0	0	0.8928655058400382	0.3439430743319079	STAG1;ECM2;PCCB;POU6F2;CENPP;LRRC4C;MFSD2B;CDH18;MESDC1;ARHGAP12
Hypothyroidism	1/50	0.682393344220822	0.9999951178411229	0	0	0.8803503702365902	0.3364250456263476	ZNF804B
Social Support	1/50	0.682393344220822	0.9999951178411229	0	0	0.8803503702365902	0.3364250456263476	POU6F2
Thyroxine	1/50	0.682393344220822	0.9999951178411229	0	0	0.8803503702365902	0.3364250456263476	PDGFD
Cholesterol	20/961	0.684144928878885	0.9999951178411229	0	0	0.9132832498472216	0.34666907855818957	OR51E1;TRAF3IP2;PDE4D;ZNF804B;POU6F2;PPP2R3A;NR3C1;PHF21B;TTC39B;C7ORF62;STAG1;MLANA;DMRTA1;PCCB;NFE2L3;BANF2;ASTN2;SNX5;SKAP2;FBN1
Platelet Aggregation	2/104	0.6860136802778181	0.9999951178411229	0	0	0.8453980261727752	0.31859476364021716	COL11A1;NOS1AP
gamma-Tocopherol	2/104	0.6860136802778181	0.9999951178411229	0	0	0.8453980261727752	0.31859476364021716	EN1;FBLN5
Marijuana Abuse	1/51	0.6896051333437281	0.9999951178411229	0	0	0.8626991150442478	0.3206101481470532	ARHGAP12
Triiodothyronine	1/51	0.6896051333437281	0.9999951178411229	0	0	0.8626991150442478	0.3206101481470532	SLC24A5
Drug Resistance	4/207	0.6929475608666171	0.9999951178411229	0	0	0.8489143910386518	0.3113826071394465	FGD4;STARD3NL;ABL1;BICD1
Breast Density	2/106	0.6960451302075483	0.9999951178411229	0	0	0.8290550912502131	0.3004004671810514	MAPK10;ASTN2
25-Hydroxyvitamin D 2	1/52	0.6966535191297321	0.9999951178411229	0	0	0.8457400659378795	0.3057072047022102	PDGFD
Auditory Cortex	1/52	0.6966535191297321	0.9999951178411229	0	0	0.8457400659378795	0.3057072047022102	ZNF804B
Personality	13/641	0.6969542199422977	0.9999951178411229	0	0	0.8900803416328894	0.3213506474245129	CCDC59;SNX10;FBLN1;HSPB3;RANBP6;OLFM1;SNX18;KIAA2026;DMRTA1;NTF3;HMCN2;LRRC4C;ABCG1
Chemical And Drug Induced Liver Injury	1/53	0.7035421959181805	0.9999951178411229	0	0	0.829433287950987	0.2916514906237919	ASTN2
Macrophage Inflammatory Proteins	1/53	0.7035421959181805	0.9999951178411229	0	0	0.829433287950987	0.2916514906237919	PKIA
Mucocutaneous Lymph Node Syndrome	1/53	0.7035421959181805	0.9999951178411229	0	0	0.829433287950987	0.2916514906237919	TMTC2
Cell Adhesion Molecules	2/108	0.7058102995360791	0.9999951178411229	0	0	0.813328870853031	0.2833709156762531	SNX18;FBLN1
Anatomy	2/109	0.710594167864402	0.9999951178411229	0	0	0.8056862216880453	0.27526576147798665	ARL15;STXBP6
Chlorine	1/55	0.7168547850361242	0.9999951178411229	0	0	0.7986315961979679	0.26585007519904946	MAPK10
Efavirenz	1/55	0.7168547850361242	0.9999951178411229	0	0	0.7986315961979679	0.26585007519904946	TCERG1L
Blood Sedimentation	1/56	0.7232856768196145	0.9999951178411229	0	0	0.784070796460177	0.2540005247526725	WNK2
Sleep	9/463	0.7250962692866931	0.9999951178411229	0	0	0.8524675556613882	0.274026418420821	PNMAL1;ARL15;CCDC8;PDE4D;FAM46A;MYRIP;LRRC4C;NR3C1;CDH18
Interleukin-1beta	1/57	0.7295708220507436	0.9999951178411229	0	0	0.7700300252844501	0.24278956813806202	FGD4
Hypertension	5/270	0.7350650698892733	0.9999951178411229	0	0	0.8120788409703504	0.24995482457502535	OR51E1;PKIA;COL11A1;ARHGEF1;SKAP2
alpha-Linolenic Acid	1/58	0.7357135168249683	0.9999951178411229	0	0	0.7564819127464679	0.23217525248093632	KIAA0825
Insulin-Like Growth Factor I	3/168	0.7364877164558143	0.9999951178411229	0	0	0.7831111111111111	0.2395244956705807	PDE4D;KLKB1;TRABD2B
Hydrochlorothiazide	2/115	0.7379462216625032	0.9999951178411229	0	0	0.7626709573612228	0.23176375091503057	PKIA;FAM46A
Beta-Globulins	1/59	0.7417169826996295	0.9999951178411229	0	0	0.743400976502899	0.22211894417738126	TMC3
gamma-Globulins	1/59	0.7417169826996295	0.9999951178411229	0	0	0.743400976502899	0.22211894417738126	ABL1
Body Weight Changes	2/117	0.7465613008020341	0.9999951178411229	0	0	0.7493299913236287	0.21901233232416611	SPAG16;FBN1
Alpha-Carotene	1/60	0.7475843685566109	0.9999951178411229	0	0	0.7307634618269087	0.21258501932903234	PCSK2
Lymphocyte Count	3/172	0.7508259894168524	0.9999951178411229	0	0	0.7644181459566075	0.21906799129323523	STEAP3;ABL1;C1QL2
Cardiomegaly	1/61	0.7533187522793513	0.9999951178411229	0	0	0.718547197640118	0.20354058756540577	FGF1
Diabetes Mellitus	6/327	0.7535181444569555	0.9999951178411229	0	0	0.8039473959313387	0.22751886643425664	PDE4D;DMRTA1;CCDC59;PIK3C3;ATF6;TTC39B
Urine	7/377	0.7535593495404186	0.9999951178411229	0	0	0.8134710944127984	0.23016961156514154	SPAG16;DPP6;IGFL4;IGFL3;PDSS2;SLC16A10;BICD1
Electrocardiography	18/909	0.7542872610339396	0.9999951178411229	0	0	0.8664112388250319	0.24431237457543376	SPAG16;OLFML2B;GALNT13;COL11A1;CCDC59;SH2D1B;FSCB;ARHGAP24;MESDC1;DPP6;MAN1A2;DMRTA1;NOS1AP;FAT1;LRRC4C;MAP3K7;C5ORF42;ICOSLG
Breast	1/62	0.7589231421774622	0.9999951178411229	0	0	0.7067314667053533	0.19495524525778152	SPAG17
Von Willebrand Factor	1/62	0.7589231421774622	0.9999951178411229	0	0	0.7067314667053533	0.19495524525778152	VWF
Fructose-Bisphosphate Aldolase	1/63	0.7644004787276127	0.9999951178411229	0	0	0.6952968883813874	0.18680085408835412	TTC39B
Monocyte Chemoattractant Protein 1 (66-77)	4/230	0.7680487925257589	0.9999951178411229	0	0	0.7616138124051481	0.2009914204446747	NRP1;ARHGAP8;PRR5-ARHGAP8;FAM183B
Taste Perception	1/64	0.7697536361404917	0.9999951178411229	0	0	0.6842253125438966	0.17905134244277654	FAT1
Cisplatin	1/66	0.780098586716953	0.9999951178411229	0	0	0.6631041524846835	0.16467195250542568	CCDC59
Diabetes Mellitus, Type 1	4/235	0.7823227346796748	0.9999951178411229	0	0	0.7449358362498675	0.1828727485139363	NCOA1;PRKD2;UBASH3A;SKAP2
Pulse	2/126	0.7823767488535283	0.9999951178411229	0	0	0.6946212717259137	0.17047317343788868	ARHGAP24;C9ORF129
Multiple Sclerosis	5/288	0.7841243671678262	0.9999951178411229	0	0	0.7597173144876325	0.1847538604892811	MLANA;PKIA;EN1;DYNLRB2;BICD1
gamma-Glutamyltransferase	2/127	0.7860695999215762	0.9999951178411229	0	0	0.6890288248337029	0.16585608774178137	DYNLRB2;LRRC4C
Hematocrit	5/292	0.7940155707521097	0.9999951178411229	0	0	0.7489733698357391	0.1727523610426127	DPP6;DMRTA1;KIAA0087;SNX10;STXBP6
Homocysteine	1/70	0.7994177737623348	0.9999951178411229	0	0	0.6245350775939464	0.13981566649860885	ARHGAP24
Hydroxyindoleacetic Acid	1/70	0.7994177737623348	0.9999951178411229	0	0	0.6245350775939464	0.13981566649860885	C9ORF92
Lipoproteins	1/70	0.7994177737623348	0.9999951178411229	0	0	0.6245350775939464	0.13981566649860885	TTC39B
Carcinoma, Non-Small-Cell Lung	2/131	0.8002953581158291	0.9999951178411229	0	0	0.6675260832946596	0.14870773724646086	PDE4D;FAM46A
Nutritional And Metabolic Diseases	2/131	0.8002953581158291	0.9999951178411229	0	0	0.6675260832946596	0.14870773724646086	DPP6;PDE4D
Glucose	7/399	0.8024610649854966	0.9999951178411229	0	0	0.7669362588084562	0.16878115210163358	GALNT13;DMRTA1;FAM118A;SNX10;ASTN2;CDH18;RPRM
Astigmatism	1/71	0.803976882098636	0.9999951178411229	0	0	0.6155815423514539	0.13431051343311987	DYNLRB2
Bilirubin	3/190	0.8077414254153599	0.9999951178411229	0	0	0.6901960784313725	0.1473660352632762	C9ORF92;LRRC4C;QRFP
HIV-1	5/300	0.8127316831065009	0.9999951178411229	0	0	0.7283595641646489	0.15102845624641795	GPSM2;DPP6;TCERG1L;NFE2L3;HIF3A
Epilepsy	1/73	0.8127872294969444	0.9999951178411229	0	0	0.5984205998033432	0.12404416100001761	C9ORF92
Cholesterol, LDL	23/1192	0.8155533978516827	0.9999951178411229	0	0	0.8408976067797959	0.1714492511279318	ITGB1;SLC24A4;TRAF3IP2;PDE4D;CPSF2;ZNF804B;EN1;SLC16A10;PPP2R3A;SPATA5;NR3C1;SOBP;C7ORF62;PDGFD;KIAA1324;NFE2L3;PIK3C3;BANF2;ASTN2;LRRC4C;ATF6;TRABD2B;SNX5
Apolipoproteins B	1/75	0.8212024224305771	0.9999951178411229	0	0	0.5821872757713465	0.11468253543184458	PDE4D
Respiratory Function Tests	16/859	0.8221893801673325	0.9999951178411229	0	0	0.8123542648978939	0.15904639060574766	ECM2;C2CD2;FAM46C;CCDC59;EN1;SOBP;GDAP2;FGD3;FGD4;FAM172A;KIAA2026;PDGFD;DYNLRB2;CENPP;ABCG1;CDH18
Inflammatory Bowel Diseases	8/463	0.826689458099384	0.9999951178411229	0	0	0.7543449808618348	0.14357158245889845	PPP5C;C21ORF33;PTGIR;TRAF3IP2;TMTC2;CDYL2;SKAP2;HDAC7
Eye Movements	1/77	0.829240146683163	0.9999951178411229	0	0	0.5668083372147182	0.10613230111311284	DMRTA1
Basophils	3/199	0.8318413024490077	0.9999951178411229	0	0	0.6581972789115647	0.12118306961133024	FGD3;PDSS2;AMPH
Venous Thromboembolism	4/255	0.8325482688535121	0.9999951178411229	0	0	0.6848685436428007	0.12551180234129136	DPP6;F11;PRDM15;FAM228A
Diabetes Mellitus, Type 2	7/416	0.8349118028389244	0.9999951178411229	0	0	0.7344063503897728	0.13250833929830766	TCERG1L;ARL15;DMRTA1;NTF3;PPP2R3A;ARHGAP26;TRABD2B
Emotions	4/259	0.841345626512912	0.9999951178411229	0	0	0.6739857635704616	0.11643288235742107	OLFM1;CMC2;CDYL2;UHMK1
Ovarian Neoplasms	1/81	0.8442500174334673	0.9999951178411229	0	0	0.5383573008849557	0.09114744369561911	FAM46A
Amyotrophic Lateral Sclerosis 1	2/146	0.8464352917419135	0.9999951178411229	0	0	0.597530179847253	0.09962114129690663	MAP3K7;ABCG1
Cardiovascular System	1/82	0.8477920612761057	0.9999951178411229	0	0	0.5316836010051349	0.08779153453256856	FAM46A
Agranulocytosis	1/83	0.8512537251445307	0.9999951178411229	0	0	0.5251726742931146	0.08457645719560972	KANSL2
Adenocarcinoma Of Lung	2/148	0.8517981233594163	0.9999951178411229	0	0	0.589284087112353	0.09452454101350076	DMRTA1;FAM46A
Leprosy	1/84	0.8546368291009323	0.9999951178411229	0	0	0.5188186373813839	0.0814953371561235	CDH18
Colitis, Ulcerative	5/321	0.8554392709143634	0.9999951178411229	0	0	0.6792142292043399	0.10605262849310841	C21ORF33;DPP6;PTGIR;INSL4;HDAC7
Blood Coagulation Factors	2/150	0.856989982198415	0.9999951178411229	0	0	0.5812608617486666	0.08970543650057956	VWF;PDE4D
Hippocampus	2/151	0.8595232102101729	0.9999951178411229	0	0	0.5773300197919612	0.08739474632416722	STXBP6;ASTN2
Menopause	1/86	0.861174433302775	0.9999951178411229	0	0	0.5065590838105154	0.07570940948110061	GALNT13
White Matter	1/86	0.861174433302775	0.9999951178411229	0	0	0.5065590838105154	0.07570940948110061	TRABD2B
Hypersensitivity	1/87	0.864332371844631	0.9999951178411229	0	0	0.5006431364478288	0.07299271519857006	RANBP6
Exercise Test	3/214	0.8662505319696369	0.9999951178411229	0	0	0.6109320695102686	0.08771830734578472	SPAG16;PIK3C3;CDH18
Gastrointestinal Microbiome	4/273	0.869135697271979	0.9999951178411229	0	0	0.6384447885015028	0.08954572026532522	PCSK2;VDR;MLANA;COL11A1
Brain	2/155	0.8692511061491947	0.9999951178411229	0	0	0.5621204875150356	0.07876614148635684	WDR70;COL11A1
Methoxyhydroxyphenylglycol	1/89	0.8704348280748031	0.9999951178411229	0	0	0.4892146017699115	0.06788458727070223	C9ORF92
Body Height	31/1632	0.8707048198978572	0.9999951178411229	0	0	0.8234278931118288	0.11400545069341413	IPPK;SPAG17;ARHGAP8;C9ORF92;C2CD2;PRDM15;NR3C1;FBLN5;ARHGAP12;FGD4;NIPBL;PRR5-ARHGAP8;LRRC4C;MAP3K7;VWF;STARD3NL;CEP152;PDE4D;FAM46A;EN1;ARHGAP26;STAG1;FUBP3;GDNF;PKIA;PAPPA;PCCB;ZNF438;TRIP11;ARHGEF1;CENPO
Trypanosoma Cruzi	5/333	0.8759848496134125	0.9999951178411229	0	0	0.6539566093205574	0.08658809477751786	FZD1;OLFML2B;COL11A1;LRRC4C;FSCB
3-Hydroxy-1-Methylpropylmercapturic Acid	5/335	0.879156986758428	0.9999951178411229	0	0	0.6499255952380952	0.08370508743842614	CEACAM3;OR52R1;AMD1;MYRIP;TMC3
Antineoplastic Agents	4/280	0.8813922199237745	0.9999951178411229	0	0	0.6220264032794294	0.07853242179952705	RXRA;PDE4D;AKNAD1;TRABD2B
